"name","description","make","model","type","year","price","engine","cylinders","fuel","mileage","transmission","trim","body","doors","exterior_color","interior_color","drivetrain"
"2023 Dodge Charger SXT","
      
        Heated Seats, Moonroof, Onboard Communications System, iPod/MP3 Input, Satellite Radio, Back-Up Camera, Aluminum Wheels, POWER SUNROOF, ENGINE: 3.6L V6 24V VVT, TRANSMISSION: 8-SPEED AUTOMATIC (8HP5... COLD WEATHER PACKAGE, MOPAR INTERIOR APPEARANCE GROUP, Premium Sound System. White Knuckle Clearcoat exterior and Black interior. EPA 30 MPG Hwy/19 MPG City! Warranty 5 yrs/60k Miles - Drivetrain Warranty; OPTION PACKAGESPOWER SUNROOF, COLD WEATHER PACKAGE Heated Steering Wheel, Exterior Mirrors w/Heating Element, Power Heated Mirrors w/Man F/Away, Heated Front Seats, MOPAR INTERIOR APPEARANCE GROUP Bright Pedals, MOPAR Premium Floor Mats w/Logo, MOPAR Bright Door Sills, Trunk Mat w/Logo, TRANSMISSION: 8-SPEED AUTOMATIC (8HP50) (STD), ENGINE: 3.6L V6 24V VVT (STD). KEY FEATURES INCLUDEPremium Sound System, Back-Up Camera, Satellite Radio, iPod/MP3 Input, Onboard Communications System Dodge SXT with White Knuckle Clearcoat exterior and Black interior features a V6 Cylinder Engine with 292 HP at 6350 RPM. BUY FROM AN AWARD WINNING DEALERAt Allen Samuels of Jackson, were right on the bypass, right on the price! We may be new in Jackson, but weve been making friends in the car business for over 50 years. With our extensive inventory, multiple finance options and professional sales staff, were sure to get you in the right vehicle without all the hassle. Come by, lets be friends. Horsepower calculations based on trim engine configuration. Fuel economy calculations based on original manufacturer data for trim engine configuration. Please confirm the accuracy of the included equipment by calling us prior to purchase. 
      
    Please contact us for more information regarding local delivery.","Dodge","Charger","New","2023","36083","24V MPFI DOHC","6","Gasoline","20","8-Speed Automatic","SXT","Sedan","4","White","Black","Rear-wheel Drive"
"2024 Mercedes-Benz GLS 450 4MATIC","
      
        Pinnacle Trim Package,Catalana Beige/Black; Leather Upholstery,Warmth & Comfort Package,Roof Spoiler,Illuminated Running Boards,Panoramic Roof,Trailer Hitch,Leather Seats,Navigation System,3rd Row Seat,5-Zone Climate Control,Mb-Tex Lower Dashboard & Door Beltline,Heated Steering Wheel,Dashcam,All-Season Front & Rear Floormats,Natural Grain Brown Walnut Wood Trim,Wheel Locking Bolts,Lane Keeping Assist,Keyless Start,Rear Spoiler,Heads-Up Display,First Aid Kit,Cooled Front Seat(S),Black Headliner,Polar White,Wheels: 21 Triple 5-Spoke
      
    ","Mercedes-Benz","GLS 450","New","2024","98180","24V GDI DOHC Turbo","6","Gasoline","5","9-Speed Automatic","4MATIC","SUV","4","Polar White","Beige / Black","All-wheel Drive"
"2024 Dodge Hornet R/T Plus","
      
        Check out this 2024! A wealth of standard features means that you no longer have to sacrifice! A turbocharger further enhances performance, while also preserving fuel economy. Dodge prioritized practicality, efficiency, and style by including: heated door mirrors, rear wipers, and cruise control. Smooth gearshifts are achieved thanks to the efficient 4 cylinder engine, and for added security, dynamic Stability Control supplements the drivetrain. We pride ourselves on providing excellent customer service. Stop by our dealership or give us a call for more information.
      
    ","Dodge","Hornet","New","2024","44604","16V GDI DOHC Turbo Hybrid","4","Hybrid","5","6-Speed Automatic","R/T Plus","SUV","4","8 BALL","Black","All-wheel Drive"
"2024 Acura MDX Technology","Gray 2024 Acura MDX Technology 10-Speed Automatic 3.5L V6 SOHC i-VTEC 24V Leather.Acura of Memphis is not just your Memphis Acura dealership. We also provide a full line of services dedicated to our customers. These services include Acura car repairs performed by expert mechanics, to OEM Acura auto parts, to car loans, Acura of Memphis is the smart choice for your automotive needs. Customer Service is #1 here at Acura of Memphis.","Acura","MDX","New","2024","57650","24V GDI SOHC","6","Gasoline","5","10-Speed Automatic","Technology","SUV","4","Gray",,"All-wheel Drive"
"2024 Jeep Compass Latitude","24/32 City/Highway MPG2024 Jeep Compass Latitude 4WD 8-Speed Automatic 2.0L I4 DOHC Baltic Gray Metallic Clearcoat4WD.We pride ourselves on offering a no-hassle car shopping experience, so that you will never feel pressured when visiting our family of dealerships.  We look forward to serving you!","Jeep","Compass","New","2024","32269","16V GDI DOHC Turbo","4","Gasoline","0","8-Speed Automatic","Latitude","SUV","4","Metallic","Black","Four-wheel Drive"
"2024 Hyundai IONIQ 5 SE","
      
        Country Hyundai is part of the TommyCar Auto Group. We are proud to make purchasing and servicing a vehicle simple, transparent, and hassle-free with the TommyCar Difference. Buy with confidence, convenience and get rewarded. Come join the family, experience the difference, and see why You're Going to Love It Here! 2024 Hyundai IONIQ 5 SE IONIQ 5 SE, 4D Sport Utility, 1-Speed Automatic, AWD, 4-Wheel Disc Brakes, Dual front impact airbags, Emergency communication system: Bluelink+, Front Bucket Seats, Heated front seats, Navigation System, Occupant sensing airbag, Option Group 01, Power driver seat, Wheels: 19 x 7.5J Aero Alloy. Please call dealership to verify availability/location. Internet price cannot be combined with any other sale prices, coupons or promotional events. Previous sales excluded. Prices fluctuate daily based on market conditions and days supply and are subject to change at any time. Prices listed do not include the following fees: tax, title, registration, dealer, bank, $694 documentation, or any other fees that may be imposed by federal, state, county or city agencies. Incentives and availability subject to change and not every customer will qualify for all discounts. Residency restrictions apply. Optional installed accessories additional. While every effort is made to ensure the accuracy of this information, we are not responsible for any errors or omissions contained. Stock photos for illustration only. Not all customers may qualify for all rebates listed, see dealer for details. Price includes: $7500 - Retail Bonus Cash. Exp. 06/03/2024 Aged Inventory Rebate
      
    ","Hyundai","IONIQ 5","New","2024","42466","c",,"Electric","7","1-Speed Automatic","SE","SUV","4","Atlas","Black","All-wheel Drive"
"2024 Dodge Hornet R/T Plus","
      
        Looking for a new car at an affordable price? Check out this 2024! Both practical and stylish! Turbocharger technology provides forced air induction, enhancing performance while preserving fuel economy. Dodge infused the interior with top shelf amenities, such as: heated and ventilated seats, cruise control, and air conditioning. Our sales reps are knowledgeable and professional. We'd be happy to answer any questions that you may have. We are here to help you.
      
    ","Dodge","Hornet","New","2024","45051","16V GDI DOHC Turbo Hybrid","4","Hybrid","5","6-Speed Automatic","R/T Plus","SUV","4","Gray","Black","All-wheel Drive"
"2024 Land Rover Discovery Sport Dynamic SE","
      
        Land Rover Jaguar San Juan is excited to offer this 2024 Land Rover Discovery Sport Dynamic SE. Want more room? Want more style? This Land Rover Discovery Sport Dynamic SE is the vehicle for you. You deserve a vehicle designed for higher expectations. This Land Rover Discovery Sport Dynamic SE delivers with a luxurious, well-appointed interior and world-class engineering. Want to brave the road less traveled? You'll have the 4WD capabilities to do it with this vehicle. You can finally stop searching... You've found the one you've been looking for.
      
    Here at Jaguar Land Rover San Juan every employee is dedicated to providing world class customer service. That is why we continue to improve every day and maintain a ""whatever it takes"" attitude. We feel that buying or leasing a vehicle should be easy and hassle free. Simply put, we are dedicated to your complete satisfaction. ","Land Rover","Discovery Sport","New","2024","57508","16V GDI DOHC Turbo","4","Gasoline","19","9-Speed Automatic","Dynamic SE","SUV","4","Eiger Grey","Gray","All-wheel Drive"
"2024 Ford Transit-250 Base","
      
        2024 Ford Transit-250 Medium Roof, 3D Cargo Van, 3.5 V6, 10-Speed Automatic with Overdrive, Oxford White, Dark Palazzo Gray w/Vinyl Front Bucket Seats, 2 Additional Keys (4 Total), 4 Speakers, 6 Cargo Tie-Down Hooks, AM/FM Stereo, D-Pillar Assist Handles, Exterior Parking Camera Rear, Front & Rear Vinyl Floor Covering, Front Overhead Shelf, Full Rear Compartment Lighting, Order Code 101A, Passenger-Side B-Pillar Assist Handle, Power windows, Remote keyless entry, Short-Arm Manual-Folding Power Adjust Mirrors, Speed control, Telescoping steering wheel.We're here to make your shopping experience as pleasant and hassle free as possible. Call us now to get more information @ 888-349-4989!
      
    We guarantee the best pricing on all our vehicles or we will pay you $500 if we can't beat your best price, just bring us your best deal in writing and we'll beat it! We want you to love your new vehicle so much that if you don't, we offer a 72 hour exchange program. We'll exchange it for another vehicle of your choice! Just keep the vehicle in the same condition as purchased and under 300 miles.","Ford","Transit-250","New","2024","51803","6 port/direct injection, DOHC, variable valve control, re","6","Gasoline","1","Automatic","Base","Cargo Van","3","Oxford White","Dk Palazzo Gry Fron","Rear-wheel Drive"
"2024 Mercedes-Benz EQS 450 Base 4MATIC","
      
        Manufaktur Alpine Grey,3rd Row Seat,Panoramic Roof,Illuminated Mercedes-Benz Star,Leather Seats,Navigation System,3rd Row Seat,Energizing Air Control Plus,Heated Third-Row Seats,Heated Steering Wheel,Dashcam,All-Season Cargo Mat,Lane Keeping Assist,Keyless Start,Rear Spoiler,Cooled Front Seat(S),Black/Space Grey; Leather Upholstery,Natural Grain Anthracite Linden Wood Door Trim,Wheel Locking Bolts,Wheels: 21 X 9.5J 5-Spoke W/Black Accents
      
    ","Mercedes-Benz","EQS 450","New","2024","114160","c",,"Electric","5","1-Speed Automatic","Base 4MATIC","SUV","4","Alpine Gray","Black","All-wheel Drive"
"2024 Acura MDX Technology","Gray 2024 Acura MDX Technology 10-Speed Automatic 3.5L V6 SOHC i-VTEC 24V MDX Technology, 4D Sport Utility, 3.5L V6 SOHC i-VTEC 24V, 10-Speed Automatic, FWD, Gray, Leather.Acura of Memphis is not just your Memphis Acura dealership. We also provide a full line of services dedicated to our customers. These services include Acura car repairs performed by expert mechanics, to OEM Acura auto parts, to car loans, Acura of Memphis is the smart choice for your automotive needs. Customer Service is #1 here at Acura of Memphis.","Acura","MDX","New","2024","56800","24V GDI SOHC","6","Gasoline","5","10-Speed Automatic","Technology","SUV","4","Gray",,"Front-wheel Drive"
"2024 Jeep Grand Cherokee L Limited","Baltic Gray Metallic ClearcoatExperience the Key Difference - With the purchase of your used vehicle, we offer a free oil change and free state inspection stickers for as long as you own the car! No hassle pricing, come check us out. Proud member of the Key Auto Group. Over 1000 used vehicles in many convenient locations in New Hampshire, Maine and Vermont!  www.keyauto.com","Jeep","Grand Cherokee L","New","2024","52631","OHV","6","Gasoline","10","8-Speed Automatic","Limited","SUV","4","Metallic","Global Black","Four-wheel Drive"
"2024 Jeep Compass Limited","
      
        Heated Seats, Navigation, Moonroof, Blind Spot Monitor, Cross-Traffic Alert, Lane Keeping Assist, Dual Zone A/C, 4x4, Turbo Charged, ENGINE: 2.0L DOHC I-4 DI TURBO, SUN & SOUND GROUP. Bright White Clearcoat exterior. SEE MORE! KEY FEATURES INCLUDE4x4, Heated Driver Seat, Dual Zone A/C, Smart Device Integration, Lane Keeping Assist, Cross-Traffic Alert, Blind Spot Monitor, Heated Seats Rear Spoiler, Privacy Glass, Keyless Entry, Steering Wheel Controls, Child Safety Locks. OPTION PACKAGESELITE EXTERIOR GROUP For SiriusXM Info, Call 888-539-7474, For Details, Visit DriveUconnect.com, Hands-Free Phone Communication, Power 2-Way Passenger Lumbar Adjust, GPS Navigation, 4G LTE Wi-Fi Hot Spot, SiriusXM w/360L On-Demand Content, Premium LED Fog Lamps, Global Telematics Box Module (TBM), LED Low/Highbeam Projector Headlamps, Connected Travel & Traffic Services, Tires: 235/45R19 BSW AS, Diamond Black Door Cladding, Alexa Built-In, Power 8-Way Adjustable Front Seats, Diamond Black Fascias, Reversible Carpet/Vinyl Cargo Mat, HD Radio, Premium Taillamps, SiriusXM Guardian-Included Trial, Foot Activated Open N Go Liftgate, Diamond Black Exterior Sill, Driver Seat Memory, Power Liftgate, Diamond Black Wheel Flares, Wheels: 19 x 7.5 Diamond Cut Aluminum, 10.25 Colour Display, Radio: SUN & SOUND GROUP Premium Alpine Speaker System, Dual-Pane Panoramic Sunroof, DRIVER ASSIST GROUP I Adaptive Cruise Control w/Stop & Go, Parallel & Perpendicular Park/Unpark, 360 Degree Surround View Camera System, Wireless Charging Pad, Traffic Sign Recognition, Highway Assist System Any negative equity amount will be applied toward purchase of sale vehicle. On approved credit. See dealer for details. On select vehicles, excludes special clearance vehicles, see store for details. Value determined by dealer, minus reconditioning cost and/or excessive mileage. Any negative equity will be added toward purchase of sale vehicle. On approved Credit. Trade in vehicle must be within NADA guidelines. Price does not include title, license, or dealer doc fees. Price contains all applicable dealer incentives and non-limited factory rebates. You may qualify for additional rebates; see dealer for details.
      
    Welcome to Lithia Chrysler Jeep Dodge of Great Falls where we strive to be your preferred provider of new and used vehicles. For more information on this vehicle please call 1-866-778-9384.  The prices shown above may vary from region to region as new vehicle incentives may depend on buyer's residence","Jeep","Compass","New","2024","38500","16V GDI DOHC Turbo","4","Gasoline","8","8-Speed Automatic","Limited","SUV","4","Bright White",,"Four-wheel Drive"
